,district,metro,area,rooms,floor,gk,price,adress
1699,1.19,1.0,63.0,2.0,10.0,0.0,16000.0,"Юрия Поправки ул. (Николая Лебедева), 4/39, Днепровский р-н"
1701,1.12,2.0,54.0,2.0,10.0,0.0,10000.0,"Срибнокильская ул., 14, Дарницкий р-н"
1703,1.19,3.0,38.0,1.0,7.0,0.0,7000.0,"Шухевича Романа просп. (Ватутина генерала), 30, Днепровский р-н"
1704,2.87,1.0,55.0,1.0,15.0,0.0,26000.0,"Лумумбы Патриса ул., 11, Печерский р-н"
1705,1.0,3.0,30.0,1.0,9.0,0.0,8500.0,"Шолом-Алейхема ул., 12, Деснянский р-н"
1706,1.19,1.0,52.0,2.0,2.0,0.0,9500.0,"Гагарина Юрия просп., 2, Днепровский р-н"
1707,1.12,3.0,40.3,1.0,12.0,0.0,12000.0,"Урловская ул., 16, Дарницкий р-н"
1708,1.12,1.0,72.0,2.0,17.0,0.0,16000.0,"Днепровская наб., 25, Дарницкий р-н"
1709,2.87,1.0,72.0,2.0,18.0,0.0,34375.0,"Бендукидзе Кахи ул., 2, Печерский р-н"
1710,2.87,1.0,60.0,2.0,15.0,0.0,27500.0,"Драгомирова ул., 2а, Печерский р-н"
1711,2.87,1.0,110.0,3.0,15.0,0.0,41250.0,"Драгомирова ул., 2а, Печерский р-н"
1712,2.87,1.0,65.0,2.0,10.0,0.0,27500.0,"Леси Украинки бульв., 7б, Печерский р-н"
1713,2.87,1.0,60.0,2.0,11.0,0.0,27500.0,"Бендукидзе Кахи ул., 2, Печерский р-н"
1714,2.87,1.0,70.0,2.0,10.0,0.0,45375.0,"Леси Украинки бульв., 7в, Печерский р-н"
1715,2.87,1.0,52.0,2.0,10.0,0.0,35750.0,"Саперное Поле ул., 3, Печерский р-н"
1716,1.53,1.0,72.0,2.0,18.0,1.0,44000.0,"Саксаганского , 37к, Голосеевский р-н"
1717,1.19,3.0,31.0,1.0,5.0,1.0,9000.0,"Каховская ул., 62А, Днепровский р-н"
1718,1.12,3.0,39.0,1.0,25.0,1.0,13000.0,"Вишняковская ул., 4, Дарницкий р-н"
1719,1.12,3.0,95.0,3.0,6.0,0.0,18000.0,"Бориса Гмыри ул., 8Б, Дарницкий р-н"
1720,1.12,3.0,95.0,3.0,6.0,0.0,18000.0,"Бориса Гмыри ул., 8Б, Дарницкий р-н"
1721,1.19,1.0,20.0,1.0,1.0,0.0,4500.0,"Бажова ул., 9а, Днепровский р-н"
1722,1.0,3.0,55.0,2.0,7.0,0.0,6500.0,"Маяковского Владимира просп., 1, Деснянский р-н"
1723,1.19,3.0,37.0,1.0,6.0,0.0,6000.0,"Перова бульв., 13/2, Днепровский р-н"
1724,2.87,1.0,110.0,3.0,9.0,0.0,41250.0,"Евгения Коновальца ул. (Щорса), 36в, Печерский р-н"
1725,1.74,1.0,27.0,1.0,8.0,0.0,7000.0,"Багговутовская ул., 1а, Шевченковский р-н"
1726,1.74,1.0,65.0,2.0,5.0,0.0,17000.0,"Паньковская ул., 27/78, Шевченковский р-н"
1727,1.0,3.0,72.0,2.0,17.0,0.0,14000.0,"Лисковская ул., 30, Деснянский р-н"
1728,1.53,1.0,38.0,1.0,12.0,0.0,12500.0,"Максимовича ул. (Трутенко Онуфрия), 24, Голосеевский р-н"
1729,1.19,3.0,32.0,1.0,4.0,1.0,11000.0,"Регенераторная ул., 4, Днепровский р-н"
1730,1.19,3.0,64.0,2.0,20.0,0.0,14000.0,"Воскресенская ул., 12, Днепровский р-н"
1731,1.19,3.0,32.0,1.0,9.0,0.0,11500.0,"Регенераторная ул., 4, Днепровский р-н"
1732,1.19,3.0,32.0,1.0,4.0,0.0,13000.0,"Регенераторная ул., 4, Днепровский р-н"
1733,1.19,3.0,32.0,1.0,3.0,1.0,13000.0,"Регенераторная ул., 4, Днепровский р-н"
1734,1.0,3.0,60.0,2.0,6.0,0.0,11500.0,"Бальзака Оноре ул., 81/1, Деснянский р-н"
1735,1.19,3.0,32.0,1.0,7.0,0.0,12800.0,"Регенераторная ул., 4, Днепровский р-н"
1736,1.19,3.0,46.0,1.0,24.0,1.0,17000.0,"Жмаченко генерала ул., 28, Днепровский р-н"
1737,1.53,3.0,66.0,2.0,7.0,0.0,17000.0,"Ломоносова ул., 46/1, Голосеевский р-н"
1738,1.19,3.0,60.0,2.0,8.0,1.0,23000.0,"Регенераторная ул., 4, Днепровский р-н"
1739,1.0,3.0,70.0,2.0,2.0,0.0,14000.0,"Закревского Николая ул., 101а, Деснянский р-н"
1740,1.53,3.0,45.0,1.0,5.0,1.0,13000.0,"Максимовича ул. (Трутенко Онуфрия), 24, Голосеевский р-н"
1741,1.53,3.0,26.0,1.0,3.0,1.0,11500.0,"Малиновая , 36, Голосеевский р-н"
1742,1.19,3.0,36.0,1.0,3.0,1.0,13000.0,"Регенераторная ул., 4, Днепровский р-н"
1743,1.19,3.0,32.0,1.0,5.0,0.0,15000.0,"Регенераторная ул., 4, Днепровский р-н"
1744,1.19,3.0,32.0,1.0,7.0,0.0,10800.0,"Регенераторная ул., 4, Днепровский р-н"
1745,1.19,3.0,35.0,1.0,2.0,0.0,12800.0,"Регенераторная ул., 4, Днепровский р-н"
1746,1.22,1.0,50.0,2.0,6.0,0.0,12000.0,"Оболонская пл. (Дружбы Народов), 9, Оболонский р-н"
1747,1.19,2.0,54.0,3.0,1.0,0.0,11000.0,"Монтажников ул., 40а, Соломенский р-н"
1748,1.19,3.0,31.0,1.0,1.0,0.0,8000.0,"Березняковская ул., 20, Днепровский р-н"
1749,1.53,1.0,48.0,2.0,3.0,0.0,10000.0,"Большая Васильковская ул. (Красноармейская), 131, Голосеевский р-н"
1750,1.12,3.0,72.0,2.0,10.0,0.0,14000.0,"Бажана Николая просп., 14, Дарницкий р-н"
1751,1.12,3.0,54.0,1.0,12.0,0.0,13500.0,"Драгоманова ул., 1а, Дарницкий р-н"
1752,1.22,1.0,70.0,3.0,9.0,0.0,17000.0,"Приречная ул., 5, Оболонский р-н"
1753,1.19,3.0,70.0,3.0,16.0,0.0,20000.0,"Гарматная ул., 37а, Соломенский р-н"
1754,1.74,1.0,50.0,1.0,17.0,0.0,19500.0,"Белорусская ул., 36а, Шевченковский р-н"
1755,1.19,3.0,62.0,2.0,10.0,1.0,18500.0,"Сагайдака Степана ул., 101, Днепровский р-н"
1756,1.12,1.0,75.0,3.0,7.0,0.0,22000.0,"Осокорская ул., 2а, Дарницкий р-н"
1757,1.12,3.0,46.0,1.0,5.0,0.0,9000.0,"Дьяченко ул., 20в, Дарницкий р-н"
1758,1.12,3.0,50.0,2.0,7.0,0.0,15000.0,"Пчелки Елены ул., 3, Дарницкий р-н"
1759,1.12,3.0,51.0,2.0,12.0,0.0,15000.0,"Драгоманова ул., 2, Дарницкий р-н"
1760,1.19,3.0,65.0,3.0,23.0,1.0,22000.0,"Нижнеключевая ул., 14, Соломенский р-н"
1761,1.18,1.0,70.0,2.0,17.0,0.0,15000.0,"Пушиной Феодоры ул., 23, Святошинский р-н"
1762,1.22,3.0,40.0,1.0,26.0,0.0,9000.0,"Петра Калнышевского ул. (Майорова Михаила), 7, Оболонский р-н"
1763,1.19,3.0,34.0,1.0,2.0,0.0,8000.0,"Бучмы Амвросия ул., 6в, Днепровский р-н"
1764,1.74,1.0,62.0,2.0,1.0,0.0,9500.0,"Багговутовская ул., 4, Шевченковский р-н"
1765,2.87,1.0,50.0,2.0,16.0,1.0,25000.0,"Предславинская ул., 40, Печерский р-н"
1766,2.87,1.0,40.0,1.0,7.0,0.0,15500.0,"Вишни Остапа ул., 5, Печерский р-н"
1767,2.87,1.0,95.0,2.0,25.0,0.0,24750.0,"Димитрова, 4, Печерский р-н"
1768,1.29,2.0,47.0,2.0,9.0,0.0,11000.0,"Туровская ул., 4, Подольский р-н"
1769,1.12,1.0,26.0,1.0,8.0,0.0,8500.0,"Харьковское шоссе, 176 б, Дарницкий р-н"
1770,1.53,3.0,100.0,3.0,9.0,0.0,18000.0,"Ломоносова ул., 58, Голосеевский р-н"
1771,1.22,1.0,34.0,1.0,6.0,0.0,8000.0,"Северная ул., 30, Оболонский р-н"
1772,1.19,1.0,31.0,1.0,3.0,0.0,9000.0,"Каховская ул., 62 а, Днепровский р-н"
1773,1.12,3.0,70.0,3.0,4.0,0.0,10999.0,"Российская ул., 82, Дарницкий р-н"
1775,2.87,1.0,38.0,1.0,6.0,0.0,12000.0,"Предславинская ул., 29, Печерский р-н"
1776,1.19,3.0,23.0,1.0,1.0,0.0,9000.0,"Соборности просп. (Воссоединения), 17, Днепровский р-н"
1777,1.12,3.0,47.0,2.0,9.0,0.0,11000.0,"Ревуцкого ул., 13, Дарницкий р-н"
1778,1.29,3.0,45.0,2.0,2.0,0.0,7500.0,"Терехина Алексея ул., 14, Подольский р-н"
1779,1.19,3.0,22.0,1.0,12.0,1.0,10000.0,"Соборности просп. (Воссоединения), 17, Днепровский р-н"
1780,1.12,1.0,48.0,1.0,23.0,1.0,14900.0,"Каменская ул. (Днепродзержинская), 6, Дарницкий р-н"
1781,1.0,3.0,33.0,1.0,8.0,0.0,7500.0,"Волкова космонавта ул., 26, Деснянский р-н"
1782,1.22,1.0,50.0,2.0,6.0,0.0,12000.0,"Оболонский просп., 9, Оболонский р-н"
1783,1.19,1.0,49.0,1.0,8.0,0.0,16999.0,"Туманяна Ованеса ул., 1а, Днепровский р-н"
1784,1.12,1.0,26.0,1.0,2.0,0.0,8000.0,"Армянская ул., 29, Дарницкий р-н"
1785,1.19,3.0,32.0,1.0,3.0,0.0,6498.0,"Мира просп., 13, Днепровский р-н"
1786,1.74,1.0,37.0,1.0,6.0,0.0,22000.0,"Мирная ул., 2/1, Шевченковский р-н"
1787,2.87,1.0,54.0,2.0,2.0,0.0,20625.0,"Лютеранская ул., 13, Печерский р-н"
1788,1.19,3.0,23.0,1.0,7.0,1.0,9000.0,"Соборности просп. (Воссоединения), 17, Днепровский р-н"
1789,1.12,3.0,37.0,1.0,22.0,1.0,11000.0,"Софии Русовой ул., 3в, Дарницкий р-н"
1790,1.22,3.0,55.0,2.0,1.0,0.0,11500.0,"Героев Сталинграда просп., 39, Оболонский р-н"
1791,1.74,1.0,45.0,1.0,15.0,0.0,12000.0,"Победы просп., 71а, Шевченковский р-н"
1792,1.29,3.0,28.0,1.0,2.0,0.0,6000.0,"Гречко маршала ул., 18д, Подольский р-н"
1793,1.12,2.0,42.0,1.0,7.0,0.0,9000.0,"Григоренко Петра просп., 13, Дарницкий р-н"
1794,1.74,1.0,48.0,2.0,2.0,0.0,15000.0,"Победы просп., 22, Шевченковский р-н"
1795,1.74,1.0,50.0,1.0,8.0,0.0,13500.0,"Сикорского Игоря ул. (Танковая), 4б, Шевченковский р-н"
1796,1.12,1.0,38.0,1.0,9.0,0.0,8000.0,"Бажана Николая просп., 9 б, Дарницкий р-н"
1797,1.0,3.0,58.0,2.0,1.0,0.0,8000.0,"Сабурова Александра ул., 11, Деснянский р-н"
1798,1.22,3.0,32.0,1.0,9.0,1.0,30000.0,"Тимошенко маршала ул., 21К1, Оболонский р-н"
1799,1.53,3.0,39.0,1.0,6.0,1.0,11000.0,"Максимовича ул. (Трутенко Онуфрия), 28Б, Голосеевский р-н"
1800,1.22,1.0,59.0,1.0,5.0,0.0,19600.0,"Оболонский просп., 22, Оболонский р-н"
1801,2.87,1.0,55.0,2.0,6.0,0.0,13000.0,"Е. Коновальца ул. (Щорса), 15, Печерский р-н"
1802,1.12,3.0,40.0,1.0,9.0,1.0,10500.0,"Ващенко Григория ул., 1, Дарницкий р-н"
1803,1.12,3.0,90.0,2.0,21.0,0.0,14000.0,"Ахматовой Анны ул., 30, Дарницкий р-н"
1804,1.19,3.0,53.0,1.0,5.0,0.0,15000.0,"Просвещения ул., 3а, Соломенский р-н"
1805,1.53,3.0,28.0,1.0,8.0,0.0,8000.0,"Демиевская ул., 35, Голосеевский р-н"
1806,1.74,1.0,56.0,1.0,17.0,0.0,12000.0,"Руданского Степана ул., 3а, Шевченковский р-н"
1807,1.74,1.0,163.0,4.0,4.0,0.0,68750.0,"Тургеневская ул., 52/58, Шевченковский р-н"
1808,1.74,1.0,40.0,1.0,7.0,1.0,13500.0,"Глубочицкая ул., 13, Шевченковский р-н"
1809,1.19,3.0,72.0,3.0,9.0,0.0,12300.0,"Яблонской ул., 1, Соломенский р-н"
1810,1.74,1.0,42.0,1.0,4.0,1.0,14500.0,"Победы просп., 67в, Шевченковский р-н"
1811,1.19,1.0,42.0,1.0,4.0,0.0,8000.0,"Мира просп., 14, Днепровский р-н"
1812,1.12,3.0,44.0,1.0,5.0,0.0,10000.0,"Чавдар Елизаветы ул., 34, Дарницкий р-н"
1813,2.87,1.0,50.0,2.0,5.0,0.0,26125.0,"Василия Тютюнника ул. (Барбюса Анри), 28а, Печерский р-н"
1815,1.12,3.0,26.0,1.0,4.0,0.0,7800.0,"Ревуцкого ул., 18а, Дарницкий р-н"
1817,1.19,3.0,46.0,2.0,4.0,0.0,9500.0,"Белгородская ул., 14, Соломенский р-н"
1818,2.87,1.0,155.0,3.0,7.0,0.0,151250.0,"Институтская ул., 18а, Печерский р-н"
1819,1.12,3.0,40.0,1.0,8.0,0.0,8500.0,"Драгоманова ул., 42а, Дарницкий р-н"
1820,1.18,1.0,28.0,1.0,6.0,0.0,7500.0,"Доброхотова академика ул., 5, Святошинский р-н"
1821,2.87,1.0,176.0,4.0,4.0,0.0,60500.0,"Кловский спуск, 5, Печерский р-н"
1822,1.12,3.0,37.0,1.0,6.0,1.0,10000.0,"Софии Русовой ул., 5Б, Дарницкий р-н"
1823,1.0,3.0,29.0,1.0,8.0,0.0,7000.0,"Милютенко ул., 5-а, Деснянский р-н"
1824,1.19,3.0,22.0,1.0,4.0,1.0,10000.0,"Соборности просп. (Воссоединения), 17, Днепровский р-н"
1825,1.0,3.0,38.0,1.0,6.0,0.0,7500.0,"Закревского Николая ул., 17, Деснянский р-н"
1826,2.87,1.0,120.0,3.0,19.0,1.0,77000.0,"Драгомирова ул., 9, Печерский р-н"
1827,2.87,1.0,90.0,2.0,9.0,0.0,41250.0,"Драгомирова ул., 20, Печерский р-н"
1828,2.87,1.0,125.0,3.0,29.0,1.0,110000.0,"Драгомирова ул., 11, Печерский р-н"
1829,2.87,1.0,130.0,3.0,18.0,0.0,129250.0,"Драгомирова ул., 17, Печерский р-н"
1830,2.87,1.0,125.0,3.0,8.0,0.0,82500.0,"Драгомирова ул., 16Б, Печерский р-н"
1831,2.87,1.0,150.0,4.0,10.0,0.0,88000.0,"Драгомирова ул., 11Б, Печерский р-н"
1832,2.87,1.0,100.0,3.0,27.0,1.0,60500.0,"Драгомирова ул., 17, Печерский р-н"
1833,2.87,1.0,65.0,2.0,21.0,0.0,49500.0,"Драгомирова ул., 15, Печерский р-н"
1834,2.87,1.0,120.0,3.0,6.0,1.0,110000.0,"Драгомирова ул., 20, Печерский р-н"
1835,1.12,1.0,42.0,1.0,2.0,0.0,9000.0,"Тростянецкая ул., 47, Дарницкий р-н"
1836,1.19,3.0,81.0,3.0,5.0,0.0,18000.0,"Пулюя ул., 5б, Соломенский р-н"
1837,1.29,3.0,40.0,1.0,14.0,0.0,10000.0,"Ужвий Наталии ул., 12, Подольский р-н"
1838,1.22,1.0,28.0,1.0,2.0,0.0,9000.0,"Северная ул., 52, Оболонский р-н"
1839,1.12,1.0,38.0,1.0,5.0,1.0,10500.0,"Чавдар Елизаветы ул., 38, Дарницкий р-н"
1841,1.12,3.0,64.0,3.0,3.0,0.0,9000.0,"Евгения Харченко ул. (Ленина), 19, Дарницкий р-н"
1842,1.12,3.0,95.0,3.0,4.0,1.0,16000.0,"Харьковское шоссе, 19, Дарницкий р-н"
1843,2.87,1.0,70.0,1.0,18.0,0.0,33000.0,"Леси Украинки бульв., 7а, Печерский р-н"
1844,1.74,1.0,76.0,3.0,16.0,1.0,41250.0,"Победы просп., 26, Шевченковский р-н"
1845,1.74,1.0,120.0,4.0,4.0,0.0,57750.0,"Пушкинская ул., 39, Шевченковский р-н"
1846,1.12,3.0,40.0,1.0,10.0,0.0,7900.0,"Григоренко Петра просп., 36, Дарницкий р-н"
1847,1.74,1.0,51.0,1.0,14.0,0.0,15500.0,"Гарматная ул., 37а, Шевченковский р-н"
1848,1.0,3.0,45.0,2.0,3.0,0.0,9000.0,"Лесной просп., 43, Деснянский р-н"
1849,1.53,1.0,80.0,2.0,25.0,0.0,13000.0,"Ясиноватский пер., 11, Голосеевский р-н"
1850,1.53,1.0,57.0,2.0,1.0,0.0,12000.0,"Стельмаха Михаила ул., 7/2, Голосеевский р-н"
1851,1.74,1.0,160.0,3.0,6.0,0.0,41250.0,"Бехтеревский пер., 14, Шевченковский р-н"
1852,1.74,1.0,207.0,4.0,3.0,0.0,137500.0,"Толстого Льва ул., 29, Шевченковский р-н"
1853,1.74,1.0,125.0,4.0,3.0,0.0,63250.0,"Ярославов Вал ул., 14Г, Шевченковский р-н"
1854,1.12,3.0,104.0,3.0,7.0,0.0,25000.0,"Мишуги Александра ул., 8, Дарницкий р-н"
1855,1.22,3.0,55.0,2.0,10.0,1.0,18500.0,"Героев Сталинграда просп., 2, Оболонский р-н"
1856,1.12,1.0,35.0,1.0,15.0,1.0,14000.0,"Заречная ул., 4к2, Дарницкий р-н"
1857,1.74,1.0,141.0,3.0,2.0,0.0,82500.0,"Кудрявская ул., 13-19, Шевченковский р-н"
1858,2.87,1.0,57.0,2.0,3.0,0.0,16500.0,"Бастионная ул., 9/12, Печерский р-н"
1861,1.12,1.0,65.0,2.0,4.0,1.0,27500.0,"Заречная ул., 1Г, Дарницкий р-н"
1862,1.29,3.0,34.0,1.0,7.0,0.0,6000.0,"Гонгадзе Георгия просп. (Советской Украины), 20, Подольский р-н"
1863,1.74,1.0,30.0,1.0,5.0,0.0,6500.0,"Данила Щербаковского ул. (Щербакова), 61, Шевченковский р-н"
1864,1.18,3.0,34.0,1.0,7.0,0.0,7500.0,"Королева академика просп., 12, Святошинский р-н"
1865,1.53,1.0,48.0,1.0,17.0,0.0,23000.0,"Жилянская ул., 68, Голосеевский р-н"
1866,1.53,1.0,48.0,1.0,18.0,1.0,23000.0,"Жилянская ул., 68, Голосеевский р-н"
1867,1.53,1.0,22.0,1.0,1.0,0.0,6999.0,"Ракетная ул., 24, Голосеевский р-н"
1868,1.19,1.0,50.0,2.0,8.0,0.0,12999.0,"Гетьмана Вадима ул., 22б, Соломенский р-н"
1869,1.22,3.0,35.0,1.0,8.0,0.0,7000.0,"Северная ул., 2г, Оболонский р-н"
1870,1.12,3.0,50.0,1.0,15.0,0.0,10000.0,"Здолбуновская ул., 13, Дарницкий р-н"
1871,1.0,3.0,73.0,3.0,8.0,0.0,10000.0,"Маяковского Владимира просп., Деснянский р-н"
1872,1.0,3.0,43.0,1.0,13.0,0.0,5500.0,"Лисковская ул., 32/51, Деснянский р-н"
1873,1.12,3.0,26.0,1.0,4.0,0.0,6500.0,"Заслонова Константина ул., 13 б, Дарницкий р-н"
1874,1.19,1.0,36.0,1.0,6.0,0.0,7500.0,"Нежинская ул., 29г, Соломенский р-н"
1875,1.19,3.0,32.0,1.0,4.0,0.0,6800.0,"Белецкого академика ул., 11, Соломенский р-н"
1876,1.74,1.0,34.0,1.0,5.0,0.0,10000.0,"Жилянская ул., 76, Шевченковский р-н"
1877,1.74,1.0,31.0,1.0,8.0,0.0,9000.0,"Борщаговская, 16, Шевченковский р-н"
1878,1.12,3.0,48.0,1.0,10.0,0.0,9600.0,"Здолбуновская ул., 13, Дарницкий р-н"
1879,1.12,3.0,45.0,1.0,6.0,0.0,9000.0,"Драгоманова ул., 8, Дарницкий р-н"
1880,1.22,3.0,38.0,1.0,20.0,0.0,11000.0,"Петра Калнышевского ул. (Майорова Михаила), 6, Оболонский р-н"
1881,1.18,3.0,30.0,1.0,2.0,0.0,7000.0,"Симиренко ул., 22, Святошинский р-н"
1882,1.18,3.0,30.0,1.0,5.0,0.0,7000.0,"Симиренко ул., 24, Святошинский р-н"
1883,1.22,3.0,25.0,1.0,5.0,0.0,7000.0,"Рокоссовского маршала просп., 7, Оболонский р-н"
1884,1.22,2.0,47.0,2.0,13.0,0.0,10000.0,"Оболонский просп., 18б, Оболонский р-н"
1885,1.29,3.0,42.0,2.0,1.0,0.0,16000.0,"Набережно-Крещатицкая ул., 7, Подольский р-н"
1886,1.29,3.0,34.0,1.0,12.0,0.0,9000.0,"Вышгородская ул., 30, Подольский р-н"
1887,1.22,3.0,75.0,2.0,15.0,1.0,27500.0,"Героев Сталинграда просп., 2, Оболонский р-н"
1888,1.22,1.0,34.0,1.0,12.0,0.0,8500.0,"Героев Днепра ул., 38Г, Оболонский р-н"
1889,1.19,1.0,40.0,1.0,15.0,0.0,10500.0,"Юрия Поправки, 14, Днепровский р-н"
1890,1.29,3.0,63.0,2.0,3.0,0.0,19250.0,"Братская ул., 4, Подольский р-н"
1891,2.87,1.0,45.0,1.0,7.0,1.0,24750.0,"Предславинская ул., 55, Печерский р-н"
1892,1.19,1.0,31.0,1.0,5.0,0.0,7000.0,"Малышка Андрея ул., 17, Днепровский р-н"
1893,1.12,3.0,40.0,1.0,2.0,0.0,9000.0,"Тростянецкая ул., 5а, Дарницкий р-н"
1894,1.12,3.0,42.0,1.0,5.0,0.0,10000.0,"Крушельницкой Соломии ул., 15в, Дарницкий р-н"
1897,1.53,1.0,55.0,1.0,10.0,0.0,10500.0,"Моторный пер., 9, Голосеевский р-н"
1898,1.19,3.0,45.0,2.0,2.0,0.0,7500.0,"Запорожца Петра ул., 19, Днепровский р-н"
1899,1.53,3.0,56.0,1.0,3.0,1.0,15000.0,"Голосеевская ул., 13б, Голосеевский р-н"
1900,1.29,3.0,47.0,1.0,10.0,0.0,10000.0,"Правды просп., 19а, Подольский р-н"
1901,1.0,3.0,34.0,1.0,4.0,0.0,7900.0,"Шолом-Алейхема ул., 15Б, Деснянский р-н"
1902,1.29,3.0,72.0,3.0,7.0,0.0,12500.0,"Захаровская ул., 2а, Подольский р-н"
1903,1.12,3.0,40.0,1.0,5.0,0.0,10000.0,"Григоренко Петра просп., 28, Дарницкий р-н"
1904,1.53,1.0,61.0,2.0,15.0,0.0,16500.0,"Феодосийская ул., 38, Голосеевский р-н"
1906,2.87,1.0,45.0,2.0,2.0,0.0,13500.0,"Дружбы Народов бульв., 19а, Печерский р-н"
1907,1.19,3.0,41.0,1.0,7.0,0.0,11000.0,"Ушинского ул., 26, Соломенский р-н"
1909,2.87,1.0,40.0,2.0,7.0,0.0,15500.0,"Вишни Остапа ул., 5, Печерский р-н"
1910,1.19,3.0,38.0,1.0,13.0,0.0,14500.0,"Березняковская ул., 36, Днепровский р-н"
1911,1.0,3.0,62.0,2.0,18.0,0.0,14000.0,"Градинская ул., 1, Деснянский р-н"
1912,1.19,3.0,80.0,3.0,9.0,0.0,23000.0,"Регенераторная ул., 4, Днепровский р-н"
1913,1.19,1.0,44.0,1.0,11.0,1.0,13000.0,"Комбинатная ул., 25, Днепровский р-н"
1914,2.87,1.0,45.0,2.0,7.0,0.0,24750.0,"Предславинская ул., 55, Печерский р-н"
1915,2.87,1.0,49.0,2.0,9.0,1.0,27600.0,"Предславинская ул., 57, Печерский р-н"
1916,1.19,3.0,48.0,2.0,15.0,0.0,20000.0,"Регенераторная ул., 4, Днепровский р-н"
1917,1.19,3.0,63.0,2.0,10.0,0.0,16000.0,"Лебедева Николая , 4/39, Днепровский р-н"
1918,1.0,3.0,36.0,1.0,4.0,1.0,10000.0,"Лисковская ул., 37, Деснянский р-н"
1919,1.12,1.0,48.0,2.0,3.0,1.0,18500.0,"Заречная ул., 2, Дарницкий р-н"
1920,1.19,3.0,36.0,1.0,20.0,0.0,13750.0,"Лебедева , 14, Днепровский р-н"
1921,1.0,3.0,40.0,1.0,7.0,1.0,12000.0,"Лисковская ул., 23, Деснянский р-н"
1922,1.19,2.0,44.0,1.0,25.0,1.0,12000.0,"Воскресенская ул., 16в, Днепровский р-н"
1923,1.19,1.0,42.0,2.0,11.0,0.0,14500.0,"Каховская ул., 62, Днепровский р-н"
1924,1.19,3.0,44.0,1.0,1.0,1.0,14000.0,"Регенераторная ул., 4, Днепровский р-н"
1925,1.19,3.0,51.0,1.0,20.0,1.0,18000.0,"Жмаченко генерала ул., 28, Днепровский р-н"
1926,1.53,3.0,39.0,1.0,10.0,1.0,13000.0,"Максимовича ул. (Трутенко Онуфрия), 24, Голосеевский р-н"
1927,1.19,3.0,40.0,1.0,6.0,1.0,11000.0,"Регенераторная ул., 4, Днепровский р-н"
1928,1.53,3.0,42.0,1.0,12.0,1.0,14500.0,"Вильямса академика ул., 46/1, Голосеевский р-н"
1929,1.0,3.0,52.0,1.0,20.0,0.0,11800.0,"Лаврухина Николая ул., 6, Деснянский р-н"
1930,1.0,3.0,50.0,1.0,16.0,0.0,8000.0,"Градинская ул., 7, Деснянский р-н"
1931,1.19,2.0,50.0,1.0,8.0,0.0,12000.0,"Лебедева Николая , 4/39, Днепровский р-н"
1932,1.53,1.0,34.0,1.0,6.0,0.0,7300.0,"Большая Васильковская ул. (Красноармейская), 73, Голосеевский р-н"
1933,1.12,3.0,73.0,3.0,16.0,0.0,16500.0,"Бажана Николая просп., 14, Дарницкий р-н"
1934,1.19,3.0,29.0,1.0,1.0,0.0,6300.0,"Малышка Андрея ул., 17, Днепровский р-н"
1935,1.0,3.0,33.0,1.0,8.0,0.0,7500.0,"Волкова космонавта ул., 26, Деснянский р-н"
1936,1.0,3.0,40.0,1.0,10.0,0.0,7000.0,"Маяковского Владимира просп., 65, Деснянский р-н"
1937,1.19,1.0,32.0,1.0,1.0,0.0,8500.0,"Волгоградская ул., 15, Соломенский р-н"
1938,1.12,1.0,40.0,1.0,2.0,0.0,8000.0,"Бажана Николая просп., 28а, Дарницкий р-н"
1939,1.19,1.0,38.0,1.0,4.0,0.0,6500.0,"Перова бульв., 32, Днепровский р-н"
1940,1.74,1.0,55.0,2.0,8.0,0.0,11000.0,"Ольжича ул., 18а, Шевченковский р-н"
1941,1.19,3.0,39.0,1.0,8.0,1.0,8999.0,"Радужная ул., 58, Днепровский р-н"
1942,1.12,1.0,51.0,2.0,17.0,0.0,16500.0,"Заречная ул., 2а, Дарницкий р-н"
1943,1.12,1.0,52.0,2.0,18.0,0.0,17000.0,"Заречная ул., 4, Дарницкий р-н"
1944,1.12,3.0,51.0,2.0,18.0,0.0,15500.0,"Драгоманова ул., 10, Дарницкий р-н"
1945,1.12,3.0,52.0,2.0,18.0,1.0,18500.0,"Днепровская наб., 16-Г, Дарницкий р-н"
1946,2.87,1.0,51.0,2.0,16.0,0.0,20000.0,"Предславинская ул., 53, Печерский р-н"
1947,1.19,3.0,52.0,2.0,16.0,0.0,19000.0,"Липковского Василия ул. (Урицкого), 37-В, Соломенский р-н"
1949,1.19,3.0,52.0,2.0,16.0,0.0,17000.0,"Липковского Василия ул. (Урицкого), 33а, Соломенский р-н"
1950,1.12,3.0,46.0,1.0,18.0,1.0,12999.0,"Драгом, 10, Дарницкий р-н"
1951,1.22,1.0,37.0,1.0,3.0,0.0,8500.0,"Иорданская ул. (Гавро Лайоша), 24б, Оболонский р-н"
1952,1.12,3.0,47.0,1.0,20.0,0.0,13500.0,"Драгоманова ул., 2, Дарницкий р-н"
1953,1.12,1.0,47.0,2.0,17.0,0.0,14000.0,"Бориса Гмыри ул., 14, Дарницкий р-н"
1954,1.19,3.0,25.0,1.0,4.0,0.0,6500.0,"Карбышева генерала ул., 1, Днепровский р-н"
1955,1.53,1.0,42.0,2.0,1.0,0.0,9000.0,"Казачья ул., 60а, Голосеевский р-н"
1956,1.74,1.0,70.0,2.0,4.0,0.0,27500.0,"Костельная ул., 9, Шевченковский р-н"
