district,metro,area,rooms,floor,gk,price,adress,lat_long,repair,metro_dist
2.87,1,85.0,2,20,0,41200,"
Дружбы Народов бульв., 14/16, Киев
","('50.413621', '30.5372004')",0,1
2.87,3,42.0,1,23,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 1б, Киев
","('50.4139129', '30.5264399')",0,1
2.87,3,63.0,2,23,1,37100,"
ул. Джона Маккейна (Кудри Ивана), 1б, Киев
","('50.4139129', '30.5264399')",0,1
2.87,3,70.0,2,12,1,37100,"
ул. Джона Маккейна (Кудри Ивана), 3а, Киев
","('50.4142338', '30.5279141')",0,1
2.87,3,55.0,2,17,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,76.0,2,16,1,54900,"
ул. Джона Маккейна (Кудри Ивана), 3а, Киев
","('50.4142338', '30.5279141')",0,1
2.87,3,51.0,1,19,1,27500,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
2.87,3,52.0,2,13,0,28000,"
ул. Бойчука Михаила (Киквидзе), 43, Киев
","('50.4037429', '30.5540929')",0,1
2.87,3,76.0,2,9,0,33000,"
ул. Грушевского Михаила, 34а, Киев
","('50.4441912', '30.5418172')",0,1
2.87,1,97.0,3,3,0,20000,"
Дружбы Народов бульв., 14/16, Киев
","('50.413621', '30.5372004')",0,1
1.74,3,74.0,2,16,1,16000,"
ул. Сикорского Игоря (Танковая), 1, Киев
","('50.465671', '30.425503')",0,1
2.87,3,72.0,2,20,1,35700,"
ул. Саперное Поле, 14/55, Киев
","('50.4166884', '30.5305395')",0,1
2.87,3,80.0,2,6,1,46700,"
ул. Джона Маккейна (Кудри Ивана), 1б, Киев
","('50.4139129', '30.5264399')",0,1
2.87,3,44.0,1,3,0,24700,"
Печерский спуск, 11, Киев
","('50.4367044', '30.53493')",0,1
2.87,3,45.0,2,4,0,20600,"
ул. Чигорина, 61, Киев
","('50.4225097', '30.5413028')",0,1
2.87,3,109.0,3,10,0,27500,"
ул. Панаса Мирного, 17, Киев
","('50.4335661', '30.5368535')",0,1
2.87,3,50.0,1,5,1,26100,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
2.87,3,68.0,2,6,1,33000,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
1.74,1,38.0,1,15,0,22000,"
ул. Сечевых Стрельцов (Артема), 44а, Киев
","('50.456604', '30.4940778')",0,2
2.87,3,60.0,2,2,0,24700,"
ул. Институтская, 22/7, Киев
","('50.4453298', '30.5354093')",0,1
2.87,3,46.0,1,3,1,24700,"
ул. Джона Маккейна (Кудри Ивана), 1, Киев
","('50.4139129', '30.5264399')",0,1
1.22,3,54.0,2,9,0,15000,"
ул. Иорданская (Гавро Лайоша), 3, Киев
","('50.4926302', '30.506674')",1,1
2.87,3,90.0,3,4,0,30200,"
Бессарабская пл., 5, Киев
","('50.4428514', '30.5223082')",0,2
2.87,3,50.0,2,6,1,27500,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4248548', '30.5231196')",1,2
1.22,1,154.0,3,3,0,43900,"
Героев Сталинграда просп., Киев
","('50.5055143', '30.5101803')",0,1
1.22,1,52.0,2,1,0,13000,"
Героев Сталинграда просп., 26, Киев
","('50.5132226', '30.5096336')",0,1
1.29,1,55.0,2,11,0,9000,"
Правды просп., 8а, Киев
","('50.5055306', '30.4428121')",0,1
1.74,1,76.0,2,9,0,33000,"
ул. Дмитриевская, 52б, Киев
","('50.4514822', '30.489627')",0,2
1.12,1,90.0,3,1,0,22500,"
ул. Ахматовой, 13, Киев
","('50.4074934', '30.6349592')",0,1
1.19,1,33.0,1,3,0,7500,"
Отрадный просп., 10а, Киев
","('50.4315346', '30.4316141')",0,1
1.12,1,72.0,2,19,0,15500,"
ул. Мишуги Александра, 8, Киев
","('50.3966972', '30.6368821')",0,1
1.53,3,60.0,2,13,1,30200,"
Голосеевский проспект (40-летия Октября просп.), 60, Киев
","('50.4011111', '30.5120989')",1,1
1.12,3,78.0,2,12,0,14000,"
ул. Чавдар Елизаветы, 13, Киев
","('50.3913167', '30.6255448')",1,1
2.87,1,320.0,5,5,0,151000,"
ул. Предславинская, Киев
","('50.4228416', '30.5219867')",1,2
1.12,1,68.0,2,4,0,5250,"
ул. Драгоманова, 8, Киев
","('50.4143672', '30.6357375')",1,1
1.12,1,49.0,1,3,0,9500,"
ул. Пчелки Елены, 2, Киев
","('50.4156266', '30.626278')",1,1
1.19,1,50.0,2,6,0,14000,"
ул. Энтузиастов, 31, Киев
","('50.4420743', '30.6020629')",0,1
1.74,1,50.0,1,9,0,18000,"
ул. Сикорского Игоря (Танковая), 4, Киев
","('50.4648943', '30.4321581')",0,1
1.12,1,72.2,2,22,0,15000,"
Григоренко Петра просп., 16, Киев
","('50.4114026', '30.6248835')",0,1
1.0,1,74.0,3,9,0,10000,"
ул. Милославская, 5, Киев
","('50.5286515', '30.6252653')",0,1
1.53,1,36.0,1,6,1,15000,"
ул. Максимовича Михаила (Трутенко Онуфрия), 28д, Киев
","('50.3921039', '30.4691716')",0,1
2.87,1,65.0,2,9,0,22000,"
ул. Бендукидзе Кахи, 2, Киев
","('50.411089', '30.5431399')",0,1
1.18,1,82.0,3,9,0,14000,"
ул. Чернобыльская, 24/26, Киев
","('50.465618', '30.3465343')",0,1
1.29,1,18.0,1,1,0,9900,"
ул. Константиновская, 43, Киев
","('50.4695084', '30.5064065')",0,1
1.29,1,17.0,1,1,0,9900,"
ул. Константиновская, 43, Киев
","('50.4695084', '30.5064065')",0,1
1.18,1,15.0,1,1,0,7000,"
ул. Доброхотова Академика, 7, Киев
","('50.4621327', '30.3664556')",0,1
1.19,1,20.0,1,1,0,10500,"
ул. Регенераторная, 4, Киев
","('50.4375504', '30.6213166')",0,1
1.0,1,43.0,1,3,0,7000,"
ул. Цветаевой Марины, 14, Киев
","('50.5241331', '30.6150268')",0,1
2.87,1,140.0,3,12,1,27500,"
ул. Коновальца Евгения (Щорса), 32а, Киев
","('50.4278491', '30.531574')",0,1
1.19,1,42.0,2,2,0,7000,"
ул. Липкивского Василия (Урицкого), 41, Киев
","('50.4308994', '30.4750997')",0,3
1.12,1,47.0,1,4,0,9000,"
Бажана Николая просп., 26, Киев
","('50.3985015', '30.6448693')",0,1
1.19,3,36.0,1,4,0,8000,"
Ковальский пер., 12, Киев
","('50.4486165', '30.4487931')",0,2
1.74,1,77.6,3,1,0,22000,"
Михайловский пер., 17, Киев
","('50.4518128', '30.5183335')",0,1
1.19,1,27.0,1,1,0,7300,"
ул. Алексеевская, 4, Киев
","('50.4243936', '30.4754485')",0,2
1.19,1,70.0,3,6,0,13500,"
ул. Окипной Раиcы, 7, Киев
","('50.4487468', '30.5941882')",0,1
1.18,1,75.0,2,11,0,14000,"
ул. Клавдиевская, 3г, Киев
","('50.4785604', '30.3528749')",0,1
1.0,1,43.0,1,7,0,8500,"
ул. Милютенко, 9, Киев
","('50.4687001', '30.631227')",0,1
1.18,1,35.0,1,6,1,9000,"
ул. Большая Окружная, 9, Киев
","('50.4328297', '30.3562243')",0,1
1.22,1,56.0,1,6,0,22000,"
ул. Оболонская набережная, 3, Киев
","('50.4921562', '30.5260931')",0,1
2.87,1,102.0,3,5,0,30500,"
ул. Лабораторная, 8, Киев
","('50.4263789', '30.5208761')",0,2
2.87,1,92.0,2,10,0,23000,"
ул. Московская, 46/2, Киев
","('50.4324539', '30.544633')",0,1
1.29,1,77.5,2,5,0,30200,"
ул. Волошская, 50/38, Киев
","('50.4715092', '30.5131753')",0,1
2.87,3,147.0,4,23,1,54900,"
ул. Зверинецкая, 59, Киев
","('50.4072085', '30.5550282')",1,1
2.87,3,156.0,4,2,0,54900,"
ул. Старонаводницкая, 6б, Киев
","('50.4284434', '30.5462405')",1,1
1.29,3,50.0,2,4,1,33000,"
ул. Дегтярная, 7, Киев
","('50.4590511', '30.5103017')",0,1
1.12,3,69.0,2,4,0,12000,"
Григоренко Петра просп., 18а, Киев
","('50.4107905', '30.6259171')",0,1
1.29,1,70.0,3,4,0,22000,"
Правды просп., 43а, Киев
","('50.5039366', '30.4251767')",0,1
1.22,3,33.0,1,4,0,8000,"
ул. Гайдай Зои, 3, Киев
","('50.5138257', '30.4906724')",0,1
1.19,3,45.0,2,4,0,10000,"
Победы просп., 43б, Киев
","('50.4533753', '30.4508023')",0,1
1.12,1,50.0,1,17,0,9500,"
ул. Пчелки Елены, 2, Киев
","('50.4156266', '30.626278')",1,1
1.12,1,45.0,1,16,0,9400,"
ул. Пчелки Елены, 2б, Киев
","('50.4156266', '30.626278')",1,1
1.12,1,68.0,2,13,0,12500,"
Григоренко Петра просп., 28а, Киев
","('50.405527', '30.629087')",1,1
1.18,1,65.0,2,4,0,10000,"
ул. Прилужная, 4/15, Киев
","('50.4597916', '30.3449434')",0,1
1.18,3,110.0,3,4,0,17000,"
ул. Котельникова Михаила, 33, Киев
","('50.4518143', '30.3772025')",0,1
1.12,3,55.0,2,4,0,11000,"
ул. Вишняковская, 3, Киев
","('50.3936061', '30.6511757')",0,1
1.53,1,73.0,2,12,0,18000,"
ул. Феодосийская, 1, Киев
","('50.4020353', '30.5320502')",0,1
1.12,1,60.0,1,16,0,27500,"
ул. Трускавецкая, 10г, Киев
","('50.4024391', '30.601322')",0,1
2.87,1,38.0,1,2,0,11500,"
ул. Бойчука Михаила (Киквидзе), 29, Киев
","('50.4096123', '30.5509566')",0,1
1.12,1,86.0,2,5,1,30200,"
ул. Днепровская наб., 14, Киев
","('50.4017441', '30.614014')",0,1
1.12,1,55.0,2,5,1,24700,"
ул. Трускавецкая, 4б, Киев
","('50.4003674', '30.6017137')",0,1
1.19,1,55.0,1,12,1,19000,"
ул. Богдановская, 7д, Киев
","('50.4364438', '30.4786048')",0,3
1.19,1,60.0,2,19,1,24000,"
ул. Богдановская, 7г, Киев
","('50.4364438', '30.4786048')",0,3
1.12,3,36.0,1,5,0,8000,"
ул. Вербицкого Архитектора, 15, Киев
","('50.40818', '30.6651054')",0,1
1.12,1,75.0,2,9,0,12000,"
Григоренко Петра просп., 28, Киев
","('50.405527', '30.629087')",1,1
1.12,1,52.0,1,4,0,13700,"
ул. Драгоманова, 2б, Киев
","('50.4180344', '30.6342052')",0,1
2.87,1,100.0,2,4,1,27000,"
Дружбы Народов бульв., 14-16, Киев
","('50.413621', '30.5372004')",0,1
1.74,3,70.0,2,4,0,15000,"
ул. Софиевская, 4, Киев
","('50.4516389', '30.5211643')",0,1
2.87,3,45.0,2,4,0,22000,"
ул. Орлика Филиппа, 9, Киев
","('50.4422207', '30.5343236')",0,1
1.74,3,116.0,3,4,0,54900,"
ул. Белорусская, 3, Киев
","('50.4626394', '30.4785087')",0,1
1.19,1,50.0,1,4,1,12000,"
Комарова Космонавта просп., 26, Киев
","('50.4389504', '30.4222316')",0,1
1.74,3,90.0,3,4,0,30200,"
ул. Костельная, 10, Киев
","('50.452687', '30.5253088')",0,1
1.74,3,68.0,2,4,0,27500,"
ул. Михайловская, 2в, Киев
","('50.4516159', '30.522662')",0,1
1.12,1,61.0,2,11,0,11000,"
ул. Урловская, 19, Киев
","('50.4099284', '30.6158676')",1,1
1.19,1,72.0,3,4,0,12300,"
ул. Антонова Авиаконструктора, Киев
","('50.4326967', '30.4518599')",0,2
2.87,1,70.0,2,4,0,19000,"
ул. Коновальца Евгения (Щорса), Киев
","('50.4235267', '30.5208161')",0,2
1.12,1,50.0,1,4,0,12500,"
ул. Драгоманова, Киев
","('50.4075023', '30.6386901')",0,1
1.19,1,22.0,1,4,0,9500,"
Соборности просп. (Воссоединения), Киев
","('50.4409366', '30.6207172')",0,1
1.12,1,74.0,2,4,0,12000,"
ул. Княжий Затон, Киев
","('50.4021429', '30.625043')",0,1
1.12,3,37.0,1,4,0,11500,"
ул. Чавдар Елизаветы, Киев
","('50.3909405', '30.6260305')",0,1
2.87,3,160.0,3,4,0,82400,"
ул. Драгомирова Михаила, Киев
","('50.4119365', '30.5462538')",0,1
1.12,1,42.0,1,4,0,12000,"
ул. Ващенко Григория, Киев
","('50.3863778', '30.6240282')",0,1
1.12,3,37.0,1,4,0,11500,"
ул. Гмыри Бориса, Киев
","('50.392884', '30.6258171')",0,1
2.87,3,75.0,2,4,0,22000,"
ул. Подвысоцкого Профессора, Киев
","('50.4160356', '30.5433331')",0,1
2.87,3,60.0,2,4,0,17500,"
ул. Институтская, Киев
","('50.4478707', '30.5301828')",0,1
1.12,1,72.0,2,4,0,12500,"
ул. Ахматовой, Киев
","('50.409942', '30.6308252')",0,1
1.12,3,70.0,3,4,0,16000,"
ул. Гмыри Бориса, Киев
","('50.3918914', '30.6277002')",0,1
1.12,3,56.0,2,4,0,15000,"
ул. Мишуги Александра, Киев
","('50.3964627', '30.6392178')",0,1
1.0,1,61.0,3,4,0,16500,"
ул. Хмельницкого Богдана, Киев
","('50.4467113', '30.5083581')",0,2
2.87,3,63.0,2,4,0,16000,"
ул. Мазепы Ивана (Январского Восстания), Киев
","('50.442002', '30.547738')",0,1
1.19,1,81.0,2,4,0,17000,"
ул. Красноткацкая, Киев
","('50.4551245', '30.6318406')",0,1
1.19,1,54.0,2,4,0,15000,"
ул. Богдановская, Киев
","('50.4365839', '30.4791074')",0,3
2.87,3,67.0,2,4,0,17000,"
ул. Шелковичная, Киев
","('50.4464817', '30.5352868')",0,1
2.87,3,55.0,2,4,0,17000,"
ул. Первомайского Леонида, Киев
","('50.4341127', '30.5323596')",0,1
1.19,1,25.0,1,4,0,10000,"
ул. Регенераторная, 4, Киев
","('50.4375504', '30.6213166')",0,1
1.53,3,65.0,2,4,0,20000,"
ул. Тарасовская, Киев
","('50.4400452', '30.5083241')",0,2
1.22,1,102.0,4,4,0,25000,"
ул. Цисык Квитки (Гамарника), Киев
","('50.5534837', '30.3371651')",0,1
1.53,3,67.0,2,4,0,20000,"
ул. Демеевская, Киев
","('50.4031856', '30.5131022')",0,1
2.87,3,50.0,1,4,0,14000,"
ул. Институтская, Киев
","('50.4473744', '30.5328192')",0,1
2.87,3,40.0,1,4,0,12500,"
ул. Емельяновича-Павленко Михаила (Суворова), 3, Киев
","('50.436691', '30.5461939')",0,1
2.87,1,40.0,1,4,0,15000,"
Леси Украинки бульв., Киев
","('50.4296937', '30.5365844')",0,1
1.12,1,40.0,1,4,0,15000,"
ул. Днепровская наб., Киев
","('50.4255041', '30.5931995')",0,1
1.53,3,60.0,2,4,0,27500,"
ул. Антоновича (Горького), Киев
","('50.4271149', '30.5138483')",0,2
2.87,3,48.0,2,4,0,15000,"
ул. Левандовская (Анищенко), 4, Киев
","('50.4408867', '30.5457655')",0,1
1.29,1,50.0,1,4,0,13000,"
ул. Петропавловская, Киев
","('50.483918', '30.462165')",0,1
2.87,3,120.0,3,4,0,33000,"
ул. Ковпака, Киев
","('50.4176851', '30.5265481')",0,1
1.12,3,70.0,3,4,0,22500,"
ул. Заречная, 2, Киев
","('50.397701', '30.602673')",0,1
1.19,3,54.0,2,4,0,11500,"
ул. Митрополита Андрея Шептицкого (Луначарского), Киев
","('50.457933', '30.5924586')",0,1
1.12,3,40.0,1,4,0,11500,"
ул. Гмыри Бориса, Киев
","('50.3918914', '30.6277002')",0,1
1.12,3,45.0,2,4,0,13000,"
ул. Гмыри Бориса, Киев
","('50.3918914', '30.6277002')",0,1
1.19,3,67.0,2,4,0,15000,"
ул. Никольско-Слободская, Киев
","('50.4551291', '30.5876954')",0,1
1.19,1,32.0,1,4,0,11500,"
ул. Каховская, Киев
","('50.4624092', '30.5922745')",0,1
1.19,1,60.0,2,4,0,16500,"
ул. Липкивского Василия (Урицкого), Киев
","('50.4344279', '30.4852855')",0,3
1.12,3,72.0,3,4,0,20500,"
ул. Заречная, Киев
","('50.3965026', '30.6048277')",0,1
2.87,3,55.0,2,4,0,15000,"
Госпитальный пер., Киев
","('50.4301015', '30.5257686')",0,2
1.74,1,60.0,2,4,0,17000,"
ул. Сечевых Стрельцов (Артема), Киев
","('50.457743', '30.4874733')",0,2
1.19,1,41.0,1,4,0,12000,"
ул. Каховская (Никольская Слободка), Киев
","('50.4619583', '30.5920167')",0,1
2.87,1,52.0,1,4,1,17800,"
Дружбы Народов бульв., 14-16, Киев
","('50.413621', '30.5372004')",0,1
1.19,1,40.0,1,4,0,12000,"
ул. Каховская (Никольская Слободка), Киев
","('50.4617779', '30.5910398')",0,1
1.12,3,50.0,2,4,1,22000,"
ул. Осокорская, 2а, Киев
","('50.3976888', '30.6026249')",0,1
1.22,3,65.0,3,4,0,13000,"
Оболонский просп., 16а, Киев
","('50.5074105', '30.4993053')",0,1
1.19,1,32.0,1,5,0,7500,"
ул. Молодогвардейская, 12, Киев
","('50.4244406', '30.4524211')",0,2
2.87,1,63.0,2,5,0,24700,"
ул. Лютеранская, 30, Киев
","('50.4426766', '30.5283689')",0,1
1.29,1,35.0,1,6,1,12500,"
ул. Новомостицкая, 15, Киев
","('50.4998661', '30.4423063')",0,1
1.19,1,50.0,2,21,1,16000,"
ул. Сверстюка Евгения (Расковой Марины), 6, Киев
","('50.4470683', '30.6034662')",0,1
2.87,1,42.0,2,6,0,15000,"
Леси Украинки бульв., 19, Киев
","('50.4284878', '30.5384847')",0,1
1.74,1,45.0,2,4,0,15500,"
Победы просп., 20, Киев
","('50.4503654', '30.4736335')",0,2
1.74,1,167.0,4,4,0,33000,"
ул. Тургеневская, 45/49, Киев
","('50.4521349', '30.4908328')",0,2
1.53,1,46.0,2,4,1,16500,"
ул. Практичная, 1, Киев
","('50.39242', '30.471247')",0,1
1.19,1,50.0,2,4,0,9000,"
Гавела Вацлава бульв. (Лепсе Ивана), 28/1, Киев
","('50.4287852', '30.4137784')",0,1
1.22,1,45.0,1,4,0,10500,"
ул. Калнишевского Петра (Майорова М.), 7, Киев
","('50.5215276', '30.4635669')",0,1
2.87,3,38.0,1,4,0,14000,"
ул. Марьяненко Ивана, 13, Киев
","('50.4396515', '30.537124')",0,1
1.19,1,37.0,1,4,0,8000,"
ул. Радужная, 31, Киев
","('50.4821113', '30.5878873')",0,1
2.87,1,45.0,2,6,0,14000,"
ул. Большая Васильковская, 136, Киев
","('50.413963', '30.5238089')",0,1
1.19,1,42.0,1,25,1,11000,"
Отрадный просп., 2, Киев
","('50.4358963', '30.4339144')",0,1
1.74,1,64.0,3,4,0,18000,"
Михайловский пер., Киев
","('50.4531936', '30.5200918')",0,1
2.87,1,120.0,4,4,0,38400,"
ул. Богомольца Академика, 7/14, Киев
","('50.441249', '30.533111')",0,1
