district,metro,area,rooms,floor,gk,price,adress,lat_long,repair,metro_dist
1.19,3,60.0,2,4,1,18500,"
ул. Богдановская, 7г, Киев
","('50.4364438', '30.4786048')",0,3
1.19,1,61.0,2,4,0,17000,"
ул. Просвещения, 16а, Киев
","('50.4241181', '30.4673971')",0,2
1.74,3,50.0,2,4,1,18700,"
ул. Кирилло-Мефодиевская, 2, Киев
","('50.4524379', '30.4737407')",0,2
1.74,1,49.0,1,4,1,17000,"
ул. Черновола Вячеслава, 27, Киев
","('50.4536327', '30.4850768')",0,2
1.19,1,60.0,2,7,1,16500,"
ул. Кудряшова, 18, Киев
","('50.4305641', '30.4872637')",1,3
2.87,3,35.0,1,4,0,21000,"
Дружбы Народов бульв., 8а, Киев
","('50.4122935', '30.5329531')",0,1
1.53,3,56.0,3,6,0,20000,"
ул. Васильковская, 114, Киев
","('50.3825762', '30.4780031')",0,1
2.87,3,39.0,1,4,0,15000,"
ул. Гусовского Сергея, 2, Киев
","('50.4355132', '30.5408857')",0,1
2.87,3,45.0,2,4,0,20600,"
ул. Лаврская, 4, Киев
","('50.4379112', '30.5517329')",0,1
2.87,3,48.0,2,13,1,24500,"
ул. Саперное Поле, 12, Киев
","('50.4175225', '30.5299452')",1,1
1.19,3,60.0,1,23,0,20000,"
ул. Никольско-Слободская, 3б, Киев
","('50.4500655', '30.5864166')",1,1
2.87,3,88.0,2,4,1,34300,"
ул. Иоанна Павла II (Лумумбы Патриса), 6/1, Киев
","('50.4206073', '30.5304529')",0,1
1.29,1,84.0,2,4,1,15000,"
ул. Новомостицкая, 15, Киев
","('50.4998661', '30.4423063')",0,1
1.74,3,94.3,3,6,0,49400,"
ул. Владимирская, 49а, Киев
","('50.4476054', '30.5142703')",0,2
1.74,3,30.0,2,20,1,13700,"
ул. Глубочицкая, 13, Киев
","('50.4618174', '30.4890657')",1,1
2.87,3,51.0,1,4,0,20600,"
ул. Иоанна Павла II (Лумумбы Патриса), 11, Киев
","('50.4209277', '30.5326337')",0,1
1.74,3,30.0,1,20,1,13700,"
ул. Глубочицкая, 13, Киев
","('50.4618174', '30.4890657')",0,1
1.74,3,58.0,2,4,0,25500,"
ул. Лысенко, 8, Киев
","('50.4470392', '30.5114532')",0,2
1.74,3,40.0,1,4,0,13000,"
ул. Ярославов Вал, Киев
","('50.4509283', '30.5097963')",0,2
2.87,3,50.0,2,4,0,15000,"
Гордиенко Костя пер. (Чекистов пер.), Киев
","('50.4398793', '30.5360519')",0,1
1.74,3,50.0,2,4,0,28800,"
ул. Десятинная, 13, Киев
","('50.4575533', '30.5191849')",0,1
1.53,3,35.0,1,4,0,13000,"
ул. Большая Васильковская, 114, Киев
","('50.4221473', '30.5194345')",0,2
1.74,3,50.0,2,17,1,22000,"
ул. Жилянская, 118, Киев
","('50.4417356', '30.4966434')",1,2
1.12,3,85.0,3,12,0,13800,"
ул. Вишняковская, 6а, Киев
","('50.3946295', '30.6510239')",0,1
1.19,1,32.0,1,4,0,10500,"
ул. Соломенская, 41, Киев
","('50.4210789', '30.4912236')",0,2
1.19,1,45.0,2,4,0,11500,"
ул. Липкивского Василия (Урицкого), 11, Киев
","('50.4340236', '30.4867611')",0,3
1.74,3,60.0,2,4,0,15800,"
ул. Старокиевская, 27, Киев
","('50.4544764', '30.4737997')",0,2
1.19,3,32.0,1,4,0,10000,"
ул. Патриарха Скрипника (Островского Николая), 11, Киев
","('50.4352454', '30.4854586')",0,3
1.19,1,47.0,2,4,0,11000,"
ул. Липкивского Василия (Урицкого), 39, Киев
","('50.4318899', '30.4744424')",0,3
1.19,1,32.0,1,4,0,10000,"
ул. Смилянская, 1, Киев
","('50.4217666', '30.4536738')",0,2
2.87,3,60.0,2,3,0,41200,"
ул. Лютеранская, 30, Киев
","('50.4426766', '30.5283689')",1,1
2.87,3,52.0,2,4,0,18500,"
ул. Гусовского Сергея, 4а, Киев
","('50.4350508', '30.5409458')",0,1
1.53,3,45.0,2,3,0,25000,"
ул. Тарасовская, 8, Киев
","('50.4393516', '30.5073379')",1,2
2.87,3,125.0,3,19,1,63200,"
ул. Коновальца Евгения (Щорса), 34а, Киев
","('50.4267967', '30.5344145')",1,1
2.87,3,130.0,2,4,0,125000,"
ул. Болсуновская (Струтинского Сергея), 13-15, Киев
","('50.421591', '30.5534321')",0,1
2.87,3,480.0,6,4,0,273000,"
ул. Лейпцигская, 15а, Киев
","('50.4304893', '30.5496227')",0,1
2.87,3,310.0,1,4,0,255000,"
ул. Московская, 8б, Киев
","('50.4403011', '30.5443305')",0,1
1.12,3,79.0,2,4,0,16000,"
Бажана Николая просп., 10, Киев
","('50.3950225', '30.6191444')",0,1
1.12,3,70.0,2,4,1,23000,"
ул. Гмыри Бориса, 14а, Киев
","('50.3913937', '30.6297178')",0,1
1.12,1,76.0,2,4,0,23000,"
ул. Ахматовой, 50, Киев
","('50.4060987', '30.616181')",0,1
1.12,3,76.0,2,4,0,16000,"
ул. Гмыри Бориса, 2, Киев
","('50.3947644', '30.62639')",0,1
1.0,1,30.0,1,4,0,12000,"
ул. Полевая, 73, Киев
","('50.4351766', '30.4457009')",0,2
1.74,3,45.0,2,4,0,13000,"
Победы просп., 76, Киев
","('50.4582471', '30.4258956')",0,1
1.74,3,53.0,1,4,0,27500,"
Победы просп., 5в, Киев
","('50.4473521', '30.4868275')",0,2
1.74,3,85.0,3,4,0,23000,"
ул. Лысенко, 4, Киев
","('50.4484438', '30.5119807')",0,2
1.53,3,84.0,2,4,0,20000,"
ул. Большая Китаевская, 10а, Киев
","('50.4004099', '30.5308287')",0,1
1.29,1,45.0,1,4,0,15500,"
ул. Гречко Маршала, 10б, Киев
","('50.49095', '30.4076515')",0,1
1.19,3,70.0,3,4,1,21000,"
ул. Богдановская, 7б, Киев
","('50.4364438', '30.4786048')",0,3
1.74,3,100.0,3,4,0,16000,"
ул. Белорусская, 15б, Киев
","('50.4639593', '30.4727074')",0,1
1.19,1,60.0,3,4,0,15000,"
ул. Ушинского, 14б, Киев
","('50.4336193', '30.4483554')",0,2
1.19,1,70.0,3,4,1,30200,"
ул. Липкивского Василия (Урицкого), 16г, Киев
","('50.4344279', '30.4852855')",0,3
1.19,1,100.0,3,4,0,13000,"
ул. Новгородская, 3, Киев
","('50.4262087', '30.4467836')",0,2
1.74,1,90.0,2,4,0,23300,"
ул. Дмитриевская, 69, Киев
","('50.4548104', '30.4868117')",0,2
1.19,1,80.0,2,4,1,18000,"
ул. Гарматная, 38а, Киев
","('50.4428307', '30.4309977')",0,1
2.87,3,173.0,3,4,1,82400,"
ул. Иоанна Павла II (Лумумбы Патриса), 6/1, Киев
","('50.4206073', '30.5304529')",0,1
1.18,1,79.0,2,2,0,10000,"
ул. Жмеринская, 22а, Киев
","('50.4378278', '30.3744329')",1,1
1.19,1,42.0,1,4,1,16000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6в, Киев
","('50.4474224', '30.4213211')",0,1
1.12,3,85.0,3,4,1,33000,"
ул. Днепровская наб., 14, Киев
","('50.4017441', '30.614014')",0,1
2.87,3,75.0,3,4,0,20000,"
Леси Украинки бульв., 14, Киев
","('50.4339396', '30.5304165')",0,1
1.19,1,50.0,1,4,1,22000,"
ул. Липкивского Василия (Урицкого), 16в, Киев
","('50.4344279', '30.4852855')",0,3
2.87,3,76.0,2,4,1,54900,"
ул. Джона Маккейна (Кудри Ивана), 3а, Киев
","('50.4142338', '30.5279141')",0,1
2.87,3,50.0,1,4,1,27500,"
ул. Предславинская, 55, Киев
","('50.415693', '30.5266534')",0,1
2.87,3,63.0,2,4,1,24700,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
2.87,3,64.0,2,4,1,43900,"
ул. Болсуновская (Струтинского Сергея), 2, Киев
","('50.4213737', '30.5525158')",0,1
2.87,3,50.0,1,4,1,24700,"
ул. Джона Маккейна (Кудри Ивана), 1а, Киев
","('50.4139129', '30.5264399')",0,1
2.87,3,85.0,2,4,1,30200,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",0,1
2.87,1,85.0,3,4,0,38400,"
Дружбы Народов бульв., 14/16, Киев
","('50.413621', '30.5372004')",0,1
2.87,3,65.0,2,4,1,24700,"
ул. Коновальца Евгения (Щорса), 44а, Киев
","('50.4242183', '30.5417788')",0,1
2.87,3,85.0,2,4,1,52200,"
ул. Болсуновская (Струтинского Сергея), 2, Киев
","('50.4213737', '30.5525158')",0,1
2.87,3,45.0,2,4,0,20000,"
Леси Украинки бульв., 16, Киев
","('50.4331632', '30.5314071')",0,1
2.87,3,64.0,2,4,1,52200,"
ул. Болсуновская (Струтинского Сергея), 2, Киев
","('50.4213737', '30.5525158')",0,1
1.53,3,70.0,3,4,0,16000,"
ул. Демеевская, 45а, Киев
","('50.3996621', '30.5073763')",0,1
1.53,3,55.0,1,4,1,13000,"
ул. Максимовича Михаила (Трутенко Онуфрия), 3д, Киев
","('50.3924872', '30.4795342')",0,1
2.87,3,75.0,2,4,1,30200,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4248548', '30.5231196')",0,2
2.87,3,50.0,1,4,1,27500,"
ул. Тютюнника Василия (Барбюса Анри), 51/1а, Киев
","('50.4174081', '30.5280531')",0,1
2.87,3,50.0,1,4,1,23300,"
ул. Джона Маккейна (Кудри Ивана), 26, Киев
","('50.418143', '30.539082')",0,1
1.74,1,85.0,2,4,0,46700,"
Кудрявский спуск, 3, Киев
","('50.4580994', '30.4977565')",0,2
2.87,3,50.0,1,4,1,24700,"
ул. Предславинская, 55, Киев
","('50.415693', '30.5266534')",0,1
2.87,3,55.0,2,4,0,22000,"
ул. Мазепы Ивана (Январского Восстания), 11а, Киев
","('50.4417191', '30.5492676')",0,1
2.87,3,55.0,2,4,1,24700,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
1.53,3,50.0,1,4,1,24700,"
ул. Антоновича (Горького), 74, Киев
","('50.4268898', '30.5141584')",0,2
1.19,1,86.0,3,4,0,33000,"
ул. Соломенская, 20в, Киев
","('50.4231649', '30.4799306')",0,2
1.53,3,76.0,2,4,1,22000,"
ул. Малевича Казимира (Боженко), 89, Киев
","('50.4185122', '30.5175455')",0,2
1.19,1,86.0,2,4,1,27500,"
ул. Кудряшова, 20б, Киев
","('50.4299697', '30.4871658')",0,3
1.19,3,100.0,3,4,1,35700,"
ул. Богдановская, 7а, Киев
","('50.4364438', '30.4786048')",0,3
1.29,3,65.0,2,4,1,41200,"
ул. Спасская, 35, Киев
","('50.4693745', '30.5219492')",0,1
2.87,3,86.0,2,4,1,24700,"
ул. Тютюнника Василия (Барбюса Анри), 37/1, Киев
","('50.4211248', '30.5263316')",0,1
1.22,1,160.0,4,4,0,39000,"
Бандеры Степана просп. (Московский просп.), 30, Киев
","('50.4850345', '30.5306517')",0,1
1.53,3,55.0,2,4,0,11000,"
ул. Заболотного Академика, 82, Киев
","('50.363067', '30.464603')",0,1
2.87,3,30.0,1,4,0,12500,"
Дружбы Народов бульв., 28а, Киев
","('50.4170191', '30.5442054')",0,1
1.74,3,45.0,2,5,0,11000,"
ул. Подвойского, 4, Киев
","('50.4764942', '30.4424676')",0,1
2.87,3,43.0,1,4,0,19200,"
ул. Коновальца Евгения (Щорса), 36е, Киев
","('50.4249317', '30.5344498')",0,1
1.12,1,50.0,1,4,0,12000,"
ул. Пчелки Елены, 6а, Киев
","('50.41623', '30.6293309')",0,1
1.12,3,50.0,1,4,0,11000,"
Харьковское шоссе, 182, Киев
","('50.4060155', '30.6770476')",0,1
1.12,3,38.0,1,4,1,13000,"
ул. Софии Русовой, 3, Киев
","('50.3888577', '30.6258912')",0,1
1.12,3,37.0,1,4,1,12000,"
ул. Софии Русовой, 7, Киев
","('50.3872648', '30.6263961')",0,1
1.19,3,50.0,2,4,0,12000,"
Дарницкий бульв., 11, Киев
","('50.4615779', '30.613192')",0,1
2.87,3,40.0,1,4,1,39400,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
2.87,3,58.0,1,4,1,35700,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4248548', '30.5231196')",0,2
2.87,3,90.0,2,4,0,28000,"
ул. Коновальца Евгения (Щорса), 36е, Киев
","('50.4246501', '30.5347591')",0,1
1.19,1,40.0,1,4,0,12000,"
ул. Регенераторная, 4, Киев
","('50.4371674', '30.6180344')",0,1
1.12,1,52.0,1,4,0,12000,"
ул. Драгоманова, 2, Киев
","('50.41826', '30.6348248')",0,1
1.12,3,70.0,2,4,0,13000,"
ул. Мишуги Александра, 2, Киев
","('50.39821', '30.6405549')",0,1
1.12,3,40.0,1,4,0,11000,"
ул. Гмыри Бориса, 6б, Киев
","('50.3932536', '30.6270504')",0,1
1.12,1,60.0,1,4,0,12500,"
ул. Ахматовой, 13д, Киев
","('50.4074934', '30.6349592')",0,1
2.87,3,45.0,1,4,1,30200,"
ул. Джона Маккейна (Кудри Ивана), 1б, Киев
","('50.4139129', '30.5264399')",0,1
1.12,1,55.0,2,4,0,12000,"
ул. Ахматовой, 22, Киев
","('50.4079952', '30.6253135')",0,1
1.12,3,70.0,2,4,0,13000,"
Григоренко Петра просп., 12а, Киев
","('50.4126002', '30.6234616')",0,1
1.19,1,52.0,2,4,1,13000,"
ул. Жмаченко Генерала, 28, Киев
","('50.4693829', '30.6103969')",0,1
1.12,3,50.0,2,4,1,24000,"
ул. Днепровская наб., 16г, Киев
","('50.4009018', '30.614217')",0,1
1.74,3,55.0,1,4,0,27000,"
Победы просп., 5в, Киев
","('50.4473521', '30.4868275')",0,2
1.53,3,62.0,1,4,1,43900,"
ул. Саксаганского, 37к, Киев
","('50.4354538', '30.5125045')",0,2
1.12,1,50.0,1,4,0,14000,"
ул. Драгоманова, 2б, Киев
","('50.4180529', '30.6343103')",0,1
2.87,3,47.0,1,4,1,33000,"
ул. Джона Маккейна (Кудри Ивана), 1, Киев
","('50.4139129', '30.5264399')",0,1
1.19,1,46.0,2,4,0,7000,"
ул. Курнатовского, Киев
","('50.4911191', '30.6019431')",0,1
1.19,1,47.2,2,4,0,7000,"
ул. Курнатовского, 26а, Киев
","('50.489898', '30.6022031')",0,1
1.19,1,45.0,2,4,0,7000,"
ул. Курнатовского, 26, Киев
","('50.489898', '30.6022031')",0,1
1.53,1,60.0,2,4,0,16000,"
Ясиноватский пер., 10, Киев
","('50.409942', '30.506934')",1,1
1.18,1,53.0,2,4,0,8500,"
ул. Зодчих, 34, Киев
","('50.4228381', '30.3722279')",0,1
1.18,1,56.0,2,4,0,8500,"
ул. Зодчих, 34, Киев
","('50.4228381', '30.3722279')",0,1
1.12,3,50.0,2,4,0,14000,"
ул. Елочная, 4, Киев
","('50.4100176', '30.6778658')",0,1
1.53,3,59.0,2,6,1,17000,"
ул. Голосеевская, 13б, Киев
","('50.4000243', '30.5199515')",0,1
1.12,3,50.0,3,4,0,15000,"
ул. Елочная, 4б, Киев
","('50.4100176', '30.6778658')",0,1
2.87,3,63.0,2,4,1,49400,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
2.87,3,130.0,3,4,1,98900,"
ул. Тютюнника Василия (Барбюса Анри), 37/1, Киев
","('50.4211248', '30.5263316')",0,1
1.12,3,50.0,2,4,1,27500,"
ул. Заречная, 1в, Киев
","('50.3951196', '30.6025924')",0,1
2.87,3,49.0,1,4,1,30200,"
ул. Предславинская, 53, Киев
","('50.4163373', '30.5264988')",0,1
2.87,3,56.0,2,4,0,49400,"
ул. Круглоуниверситетская, 22, Киев
","('50.442555', '30.527562')",0,1
2.87,3,65.0,3,4,1,68600,"
ул. Саперное Поле, 3, Киев
","('50.4193434', '30.530259')",0,1
1.74,1,220.0,4,4,1,206000,"
ул. Гоголевская, 14, Киев
","('50.450025', '30.497007')",0,2
2.87,3,90.0,2,4,1,102000,"
ул. Драгомирова Михаила, 16, Киев
","('50.4106795', '30.5455095')",0,1
2.87,3,80.0,2,4,1,33000,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
2.87,3,80.0,2,4,1,38400,"
ул. Филатова Академика, 2/1, Киев
","('50.417313', '30.5303666')",0,1
1.53,3,60.0,2,4,1,43900,"
ул. Демеевская, 33, Киев
","('50.402467', '30.5096812')",0,1
1.22,1,56.0,2,4,1,27000,"
ул. Тимошенко Маршала, 21/19, Киев
","('50.5131233', '30.4945674')",0,1
2.87,3,50.0,2,4,1,34300,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
1.53,3,80.0,3,4,0,35700,"
ул. Максимовича Михаила (Трутенко Онуфрия), 24, Киев
","('50.392923', '30.4750276')",0,1
1.53,3,100.0,3,4,1,262000,"
ул. Антоновича (Горького), 74, Киев
","('50.4268898', '30.5141584')",0,2
1.74,3,70.0,3,4,1,31600,"
ул. Сикорского Игоря (Танковая), 4б, Киев
","('50.4648943', '30.4321581')",0,1
2.87,3,102.0,3,4,1,151000,"
Лабораторный пер., 7, Киев
","('50.427243', '30.5261923')",0,1
2.87,3,62.0,2,4,1,42600,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
1.53,3,65.0,2,4,0,46700,"
Голосеевский пер., 58, Киев
","('50.4008337', '30.513008')",0,1
2.87,3,80.0,2,4,1,41200,"
ул. Предславинская, 57, Киев
","('50.4152701', '30.5273529')",0,1
1.53,3,90.0,3,4,1,68600,"
ул. Антоновича (Горького), 44, Киев
","('50.433465', '30.513191')",0,2
1.19,3,130.0,3,4,0,33000,"
ул. Никольско-Слободская, 2в, Киев
","('50.4549974', '30.5872286')",0,1
1.22,1,90.0,3,4,0,35700,"
ул. Оболонская набережная, 3, Киев
","('50.4921562', '30.5260931')",0,1
2.87,3,58.0,2,4,0,38400,"
ул. Тютюнника Василия (Барбюса Анри), 28, Киев
","('50.4248548', '30.5231196')",0,2
2.87,3,82.0,2,4,0,52200,"
ул. Тютюнника Василия (Барбюса Анри), 51/1, Киев
","('50.4174081', '30.5280531')",0,1
1.74,3,100.0,3,4,1,45300,"
ул. Глубочицкая, 32б, Киев
","('50.4624229', '30.4933058')",0,1
2.87,3,54.0,2,4,1,27500,"
ул. Предславинская, 57, Киев
","('50.4152701', '30.5273529')",0,1
1.53,3,46.0,1,4,1,22000,"
ул. Жилянская, 68, Киев
","('50.436448', '30.5030229')",0,2
1.22,1,90.0,3,4,0,35700,"
ул. Оболонская набережная, 3, Киев
","('50.4921562', '30.5260931')",0,1
1.22,3,155.0,4,4,0,65900,"
ул. Тимошенко Маршала, 21, Киев
","('50.5131233', '30.4945674')",0,1
2.87,3,600.0,2,4,0,138000,"
Новопечерский пер., 3, Киев
","('50.4227251', '30.5277319')",0,1
1.74,3,85.0,3,4,0,41200,"
ул. Большая Васильковская, 16, Киев
","('50.4400196', '30.5177159')",0,2
2.87,3,65.0,2,4,1,43900,"
ул. Иоанна Павла II (Лумумбы Патриса), 6/1, Киев
","('50.4208671', '30.5300344')",0,1
1.74,3,147.0,3,4,0,76900,"
ул. Хмельницкого Богдана, 58а, Киев
","('50.4476347', '30.5053939')",0,2
2.87,3,64.0,2,4,0,33000,"
ул. Бендукидзе Кахи, 2, Киев
","('50.411089', '30.5431399')",0,1
2.87,3,130.0,3,4,1,98900,"
ул. Тютюнника Василия (Барбюса Анри), 37/1, Киев
","('50.4211248', '30.5263316')",0,1
1.74,3,86.0,3,4,0,41200,"
Победы просп., 5в, Киев
","('50.4473521', '30.4868275')",0,2
1.53,3,45.0,2,4,1,43900,"
ул. Антоновича (Горького), 44, Киев
","('50.433465', '30.513191')",0,2
1.53,3,70.0,3,4,1,63200,"
ул. Антоновича (Горького), 44, Киев
","('50.433465', '30.513191')",0,2
2.87,3,87.0,2,4,1,46700,"
ул. Драгомирова Михаила, 14, Киев
","('50.4118019', '30.5456278')",0,1
1.53,3,50.0,1,4,1,38400,"
ул. Жилянская, 68, Киев
","('50.436448', '30.5030229')",0,2
2.87,3,175.0,4,4,1,220000,"
ул. Саперное Поле, 5а, Киев
","('50.4190988', '30.531137')",0,1
1.74,3,50.0,2,4,0,24700,"
Победы просп., 5в, Киев
","('50.4473521', '30.4868275')",0,2
1.74,3,200.0,4,4,0,118000,"
Шевченко Тараса бульв., 27, Киев
","('50.4456275', '30.4976403')",0,2
2.87,3,170.0,4,4,0,63200,"
ул. Деловая (Димитрова), 2б, Киев
","('50.4300933', '30.5216232')",0,2
2.87,3,72.0,2,4,1,38400,"
ул. Джона Маккейна (Кудри Ивана), 1б, Киев
","('50.4139129', '30.5264399')",0,1
1.19,1,97.0,3,4,0,43900,"
ул. Липкивского Василия (Урицкого), Киев
","('50.4344279', '30.4852855')",0,3
1.53,3,85.0,3,4,1,46700,"
ул. Саксаганского, 37к, Киев
","('50.4354538', '30.5125045')",0,2
1.74,1,50.0,1,4,0,35700,"
ул. Сечевых Стрельцов (Артема), 44а, Киев
","('50.456604', '30.4940778')",0,2
2.87,3,55.0,1,4,1,41200,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
2.87,3,95.0,3,4,1,124000,"
ул. Саперное Поле, 3, Киев
","('50.4193434', '30.530259')",0,1
2.87,3,178.0,4,10,1,151000,"
ул. Филатова Академика, 2/1, Киев
","('50.417313', '30.5303666')",1,1
2.87,3,91.0,2,4,1,96100,"
ул. Саперное Поле, 3, Киев
","('50.4193434', '30.530259')",0,1
2.87,3,145.0,3,4,1,110000,"
ул. Институтская, 18а, Киев
","('50.4456562', '30.5341412')",0,1
1.74,3,267.0,5,4,0,110000,"
ул. Ярославов Вал, 7, Киев
","('50.4498975', '30.510956')",0,2
2.87,3,118.0,3,4,0,35700,"
ул. Бендукидзе Кахи, 6в, Киев
","('50.411361', '30.5440077')",0,1
1.29,3,175.0,5,4,0,115000,"
ул. Воздвиженская, 38, Киев
","('50.4597432', '30.5118478')",0,1
2.87,3,118.0,3,4,1,43900,"
ул. Тютюнника Василия (Барбюса Анри), 37/1, Киев
","('50.4211248', '30.5263316')",0,1
2.87,3,140.0,4,4,1,137000,"
ул. Саперное Поле, 5а, Киев
","('50.4190988', '30.531137')",0,1
2.87,3,168.0,4,4,1,54900,"
ул. Старонаводницкая, 13, Киев
","('50.4267606', '30.5428333')",0,1
2.87,3,240.0,4,4,0,165000,"
ул. Круглоуниверситетская, 18, Киев
","('50.4422344', '30.5262108')",0,1
2.87,1,341.0,4,4,0,275000,"
ул. Мичурина, 54, Киев
","('50.421756', '30.5624782')",0,1
2.87,1,60.0,2,4,0,49400,"
Леси Украинки бульв., Киев
","('50.4346578', '30.5312405')",0,1
1.74,1,86.0,2,4,0,63200,"
ул. Сечевых Стрельцов (Артема), Киев
","('50.456559', '30.499604')",0,2
2.87,3,43.0,1,4,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 1, Киев
","('50.4139129', '30.5264399')",0,1
1.53,3,100.0,3,4,0,60400,"
Голосеевский пер., 60, Киев
","('50.4011176', '30.5120984')",0,1
2.87,3,133.0,4,4,0,82400,"
ул. Лейпцигская, 13, Киев
","('50.431278', '30.549513')",0,1
2.87,3,90.0,3,4,0,52200,"
ул. Лейпцигская, 13, Киев
","('50.431278', '30.549513')",0,1
2.87,3,155.0,4,4,0,49400,"
Леси Украинки бульв., 23, Киев
","('50.4239865', '30.5435004')",0,1
2.87,3,84.0,3,27,1,96100,"
Леси Украинки бульв., 7в, Киев
","('50.4346578', '30.5312405')",0,1
2.87,3,60.0,2,5,0,27900,"
ул. Дарвина, 1, Киев
","('50.4424213', '30.525331')",1,1
2.87,3,55.0,2,7,0,41200,"
ул. Институтская, 18, Киев
","('50.4454277', '30.5319528')",0,1
1.19,1,64.0,2,4,0,17000,"
ул. Панельная, 4а, Киев
","('50.4595867', '30.5858576')",0,1
1.19,1,46.0,1,4,0,16500,"
ул. Сверстюка Евгения (Расковой Марины), Киев
","('50.4482594', '30.6016175')",0,1
1.12,1,140.0,3,4,0,30000,"
ул. 49-я Садовая, Киев
","('50.383059', '30.5964748')",0,1
2.87,3,240.0,5,10,0,107000,"
Леси Украинки бульв., 30б, Киев
","('50.4230518', '30.5431635')",0,1
1.74,3,80.0,3,4,0,49400,"
ул. Прорезная (Центр), 18/1г, Киев
","('50.4487152', '30.5165119')",0,2
1.53,3,46.0,1,4,0,18900,"
ул. Малевича Казимира (Боженко), 48, Киев
","('50.4234245', '30.5137163')",0,2
1.74,3,50.0,2,3,0,33000,"
ул. Десятинная, 13, Киев
","('50.4575533', '30.5191849')",0,1
1.74,3,53.0,1,23,1,20000,"
ул. Жилянская, 118, Киев
","('50.4417356', '30.4966434')",1,2
1.29,3,63.0,2,5,0,24000,"
ул. Нижний Вал, 41, Киев
","('50.4685782', '30.5155012')",0,1
2.87,3,60.0,2,7,1,30000,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",1,1
2.87,3,53.0,2,4,0,22400,"
ул. Московская, 39, Киев
","('50.4334552', '30.5457613')",0,1
1.74,3,64.0,2,4,0,15700,"
ул. Златоустовская, 48/5, Киев
","('50.4531377', '30.4868894')",0,2
2.87,3,175.0,3,4,0,54900,"
ул. Лескова, 1а, Киев
","('50.4314508', '30.5410829')",0,1
1.74,3,60.0,2,4,0,23900,"
ул. Десятинная, 1/3, Киев
","('50.4562645', '30.5205619')",0,1
1.19,1,82.0,3,4,1,21000,"
ул. Кудряшова, 20, Киев
","('50.4299697', '30.4871658')",0,3
1.0,1,32.0,1,4,0,7000,"
ул. Милютенко, 18а, Киев
","('50.471169', '30.6321605')",0,1
1.74,3,100.0,4,4,0,47500,"
ул. Рейтарская, 2, Киев
","('50.451277', '30.513447')",0,2
1.74,3,74.0,2,4,0,22000,"
ул. Пушкинская, 12б, Киев
","('50.446341', '30.5183231')",0,2
1.19,1,44.0,2,24,0,15000,"
Соборности просп. (Воссоединения), 30а, Киев
","('50.4388283', '30.6101722')",1,1
2.87,3,82.0,2,4,1,33000,"
ул. Драгомирова Михаила, 14, Киев
","('50.4118019', '30.5456278')",0,1
1.0,1,56.0,2,4,0,6000,"
ул. Цветаевой Марины, 14, Киев
","('50.5241331', '30.6150268')",0,1
1.29,1,47.0,1,5,1,24700,"
ул. Набережно-Рыбальская, 9, Киев
","('50.479548', '30.5372866')",1,1
2.87,3,76.0,3,9,0,26000,"
ул. Рыбальская, 7, Киев
","('50.4336299', '30.5427779')",0,1
1.12,3,75.0,2,4,0,18000,"
ул. Чавдар Елизаветы, 11, Киев
","('50.3922913', '30.6247948')",0,1
1.74,3,55.0,1,4,0,24000,"
ул. Пирогова, 8, Киев
","('50.4459169', '30.5054865')",0,2
1.12,3,85.0,3,4,1,27500,"
ул. Заречная, 3а, Киев
","('50.3955098', '30.6028253')",0,1
1.12,3,80.0,2,4,1,29000,"
ул. Заречная, 1г, Киев
","('50.3951196', '30.6025924')",0,1
1.29,3,80.0,2,4,1,41200,"
ул. Дегтярная, 22, Киев
","('50.4582424', '30.510504')",0,1
1.53,1,110.0,2,4,1,27500,"
ул. Симоненко, 5а, Киев
","('50.3883824', '30.465663')",0,1
1.74,3,60.0,1,4,1,18500,"
ул. Кирилло-Мефодиевская, 2, Киев
","('50.4524379', '30.4737407')",0,2
1.53,3,90.0,3,4,1,30200,"
ул. Малевича Казимира (Боженко), 89, Киев
","('50.4185122', '30.5175455')",0,2
1.12,1,77.0,2,4,0,25000,"
ул. Ахматовой, 50, Киев
","('50.4060987', '30.616181')",0,1
1.19,1,71.0,2,4,1,27500,"
Гавела Вацлава бульв. (Лепсе Ивана), 9а, Киев
","('50.4460506', '30.4250374')",0,1
1.29,1,50.0,1,4,1,24000,"
ул. Набережно-Рыбальская, 9, Киев
","('50.479548', '30.5372866')",0,1
